Processing,Waiting,Average response time
1,0,0.000000
1,0,0.000000
1,0,0.000000
1,0,0.000000
1,0,0.000000
2,0,0.000000
2,0,0.000000
2,0,0.000000
2,0,0.000000
2,0,5.000000
1,0,5.000000
1,0,8.500000
0,0,8.500000
0,0,8.500000
0,0,8.500000
0,0,8.500000
0,0,8.500000
0,0,8.500000
0,0,8.500000
0,0,8.500000
0,0,8.500000
0,0,8.500000
0,0,8.500000
0,0,8.500000
0,0,8.500000
1,0,8.500000
2,0,8.500000
2,0,6.666667
1,0,5.750000
0,0,5.750000
1,0,5.750000
1,0,5.750000
1,0,5.750000
1,0,5.750000
1,0,5.750000
2,0,5.750000
2,0,5.750000
2,0,5.750000
2,0,5.750000
2,0,6.333333
0,0,6.333333
0,0,6.333333
0,0,6.333333
1,0,6.333333
1,0,6.333333
1,0,6.333333
1,0,6.333333
1,0,6.333333
1,0,6.333333
1,0,6.333333
2,0,5.875000
0,0,5.875000
0,0,5.875000
0,0,5.875000
0,0,5.875000
0,0,5.875000
0,0,5.875000
0,0,5.875000
0,0,5.875000
1,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
1,0,4.900000
0,0,4.900000
0,0,4.900000
0,0,4.900000
0,0,4.900000
0,0,4.900000
0,0,4.900000
0,0,4.900000
0,0,4.900000
0,0,4.900000
0,0,4.900000
0,0,4.900000
0,0,4.900000
0,0,4.900000
1,0,4.900000
1,0,4.900000
1,0,4.900000
1,0,4.900000
1,0,4.900000
1,0,4.900000
1,0,4.900000
1,0,4.900000
1,0,4.900000
1,0,4.900000
1,0,4.900000
1,0,5.545455
0,0,5.545455
0,0,5.545455
0,0,5.545455
0,0,5.545455
0,0,5.545455
0,0,5.545455
1,0,5.545455
1,0,5.545455
1,0,5.545455
1,0,5.545455
1,0,5.500000
0,0,5.500000
0,0,5.500000
0,0,5.500000
1,0,5.500000
1,0,5.500000
1,0,5.500000
2,0,5.071429
0,0,5.071429
0,0,5.071429
0,0,5.071429
0,0,5.071429
0,0,5.071429
0,0,5.071429
0,0,5.071429
0,0,5.071429
0,0,5.071429
0,0,5.071429
0,0,5.071429
0,0,5.071429
0,0,5.071429
0,0,5.071429
0,0,5.071429
0,0,5.071429
1,0,4.800000
1,0,4.800000
1,0,4.800000
1,0,4.800000
1,0,4.800000
1,0,4.800000
1,0,4.800000
1,0,4.937500
1,0,4.937500
2,0,4.937500
2,0,4.937500
2,0,4.823529
1,0,4.823529
1,0,4.888889
0,0,4.888889
0,0,4.888889
0,0,4.888889
0,0,4.888889
0,0,4.888889
0,0,4.888889
0,0,4.888889
0,0,4.888889
0,0,4.888889
0,0,4.888889
0,0,4.888889
0,0,4.888889
0,0,4.888889
0,0,4.888889
0,0,4.888889
0,0,4.888889
0,0,4.888889
0,0,4.888889
0,0,4.888889
0,0,4.888889
0,0,4.888889
0,0,4.888889
1,0,4.888889
1,0,4.888889
1,0,4.888889
1,0,4.842105
0,0,4.842105
0,0,4.842105
0,0,4.842105
0,0,4.842105
0,0,4.842105
0,0,4.842105
0,0,4.842105
0,0,4.842105
0,0,4.842105
0,0,4.842105
0,0,4.842105
0,0,4.842105
0,0,4.842105
0,0,4.842105
0,0,4.842105
0,0,4.842105
0,0,4.842105
0,0,4.842105
0,0,4.842105
0,0,4.842105
0,0,4.842105
0,0,4.842105
0,0,4.842105
1,0,4.650000
0,0,4.650000
0,0,4.650000
0,0,4.650000
0,0,4.650000
0,0,4.650000
0,0,4.650000
0,0,4.650000
0,0,4.650000
0,0,4.650000
1,0,4.650000
2,0,4.650000
2,0,4.650000
2,0,4.650000
2,0,4.650000
2,0,4.666667
1,0,4.666667
1,0,4.666667
1,0,4.666667
1,0,4.666667
1,0,4.666667
1,0,4.666667
1,0,5.045455
0,0,5.045455
0,0,5.045455
0,0,5.045455
0,0,5.045455
0,0,5.045455
0,0,5.045455
0,0,5.045455
0,0,5.045455
0,0,5.045455
0,0,5.045455
1,0,5.045455
1,0,5.045455
2,0,4.869565
2,0,4.708333
1,0,4.708333
1,0,4.708333
1,0,4.708333
1,0,4.708333
2,0,4.708333
2,0,4.708333
2,0,4.708333
2,0,4.708333
2,0,4.708333
2,0,4.760000
1,0,4.760000
1,0,4.760000
1,0,4.760000
1,0,5.269231
0,0,5.269231
0,0,5.269231
0,0,5.269231
0,0,5.269231
0,0,5.269231
0,0,5.269231
0,0,5.269231
0,0,5.269231
0,0,5.269231
0,0,5.269231
0,0,5.269231
0,0,5.269231
0,0,5.269231
0,0,5.269231
0,0,5.269231
0,0,5.269231
0,0,5.269231
0,0,5.269231
0,0,5.269231
1,0,5.111111
0,0,5.111111
0,0,5.111111
0,0,5.111111
0,0,5.111111
1,0,5.111111
2,0,5.000000
1,0,5.000000
1,0,5.000000
1,0,4.965517
0,0,4.965517
0,0,4.965517
0,0,4.965517
1,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
0,0,4.833333
1,0,4.833333
1,0,4.833333
1,0,4.774194
0,0,4.774194
0,0,4.774194
1,0,4.774194
1,0,4.687500
0,0,4.687500
0,0,4.687500
0,0,4.687500
0,0,4.687500
0,0,4.687500
0,0,4.687500
0,0,4.687500
0,0,4.687500
0,0,4.687500
0,0,4.687500
0,0,4.687500
0,0,4.687500
0,0,4.687500
0,0,4.687500
0,0,4.687500
0,0,4.687500
0,0,4.687500
0,0,4.687500
0,0,4.687500
1,0,4.687500
1,0,4.687500
1,0,4.687500
1,0,4.687500
1,0,4.687500
1,0,4.687500
1,0,4.687500
1,0,4.687500
1,0,4.687500
1,0,4.687500
1,0,4.687500
2,0,4.687500
2,0,4.687500
2,0,4.969697
1,0,4.969697
1,0,4.969697
1,0,4.969697
1,0,4.969697
1,0,4.969697
1,0,4.969697
1,0,4.969697
1,0,4.969697
1,0,4.969697
1,0,4.969697
1,0,5.235294
0,0,5.235294
0,0,5.235294
0,0,5.235294
0,0,5.235294
0,0,5.235294
0,0,5.235294
0,0,5.235294
0,0,5.235294
0,0,5.235294
0,0,5.235294
0,0,5.235294
0,0,5.235294
0,0,5.235294
0,0,5.235294
0,0,5.235294
0,0,5.235294
0,0,5.235294
0,0,5.235294
0,0,5.235294
1,0,5.235294
1,0,5.235294
1,0,5.171429
0,0,5.171429
1,0,5.171429
1,0,5.171429
1,0,5.171429
1,0,5.171429
1,0,5.171429
2,0,5.171429
2,0,5.171429
2,0,5.111111
1,0,5.111111
1,0,5.111111
1,0,5.270270
0,0,5.270270
0,0,5.270270
0,0,5.270270
0,0,5.270270
0,0,5.270270
0,0,5.270270
0,0,5.270270
0,0,5.270270
0,0,5.270270
0,0,5.270270
0,0,5.270270
0,0,5.270270
0,0,5.270270
0,0,5.270270
0,0,5.270270
0,0,5.270270
0,0,5.270270
0,0,5.270270
0,0,5.270270
0,0,5.270270
0,0,5.270270
0,0,5.270270
0,0,5.270270
0,0,5.270270
0,0,5.270270
0,0,5.270270
0,0,5.270270
0,0,5.270270
0,0,5.270270
1,0,5.270270
1,0,5.270270
1,0,5.270270
1,0,5.270270
1,0,5.270270
1,0,5.270270
1,0,5.270270
1,0,5.270270
1,0,5.368421
0,0,5.368421
0,0,5.368421
0,0,5.368421
0,0,5.368421
0,0,5.368421
0,0,5.368421
0,0,5.368421
0,0,5.368421
1,0,5.368421
1,0,5.368421
1,0,5.368421
1,0,5.368421
1,0,5.368421
1,0,5.368421
1,0,5.368421
1,0,5.368421
1,0,5.368421
1,0,5.368421
2,0,5.400000
0,0,5.400000
0,0,5.400000
0,0,5.400000
0,0,5.400000
0,0,5.400000
0,0,5.400000
0,0,5.400000
0,0,5.400000
0,0,5.400000
1,0,5.400000
1,0,5.400000
1,0,5.400000
1,0,5.400000
1,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
0,0,5.390244
1,0,5.285714
0,0,5.285714
1,0,5.285714
1,0,5.285714
1,0,5.285714
2,0,5.285714
2,0,5.285714
2,0,5.232558
1,0,5.232558
1,0,5.232558
1,0,5.232558
1,0,5.232558
1,0,5.232558
1,0,5.232558
1,0,5.232558
1,0,5.232558
1,0,5.454545
0,0,5.454545
0,0,5.454545
0,0,5.454545
0,0,5.454545
0,0,5.454545
0,0,5.454545
0,0,5.454545
0,0,5.454545
0,0,5.454545
0,0,5.454545
0,0,5.454545
1,0,5.454545
1,0,5.454545
1,0,5.454545
1,0,5.454545
1,0,5.454545
1,0,5.454545
1,0,5.454545
1,0,5.454545
1,0,5.454545
2,0,5.555556
1,0,5.555556
1,0,5.555556
1,0,5.555556
1,0,5.555556
1,0,5.565217
0,0,5.565217
0,0,5.565217
0,0,5.565217
1,0,5.468085
0,0,5.468085
0,0,5.468085
0,0,5.468085
0,0,5.468085
0,0,5.468085
0,0,5.468085
1,0,5.468085
1,0,5.468085
2,0,5.468085
2,0,5.437500
1,0,5.437500
1,0,5.437500
1,0,5.437500
1,0,5.448980
0,0,5.448980
0,0,5.448980
0,0,5.448980
0,0,5.448980
0,0,5.448980
0,0,5.448980
0,0,5.448980
0,0,5.448980
0,0,5.448980
0,0,5.448980
0,0,5.448980
0,0,5.448980
0,0,5.448980
0,0,5.448980
0,0,5.448980
0,0,5.448980
0,0,5.448980
0,0,5.448980
0,0,5.448980
0,0,5.448980
0,0,5.448980
0,0,5.448980
0,0,5.448980
1,0,5.448980
1,0,5.448980
1,0,5.400000
0,0,5.400000
0,0,5.400000
0,0,5.400000
0,0,5.400000
0,0,5.400000
0,0,5.400000
0,0,5.400000
0,0,5.400000
0,0,5.400000
0,0,5.400000
0,0,5.400000
0,0,5.400000
1,0,5.400000
1,0,5.333333
0,0,5.333333
1,0,5.333333
1,0,5.333333
1,0,5.333333
1,0,5.307692
0,0,5.307692
0,0,5.307692
0,0,5.307692
0,0,5.307692
0,0,5.307692
0,0,5.307692
0,0,5.307692
0,0,5.307692
0,0,5.307692
0,0,5.307692
0,0,5.307692
0,0,5.307692
0,0,5.307692
1,0,5.307692
1,0,5.307692
1,0,5.307692
1,0,5.307692
1,0,5.301887
0,0,5.301887
0,0,5.301887
0,0,5.301887
0,0,5.301887
0,0,5.301887
0,0,5.301887
0,0,5.301887
0,0,5.301887
0,0,5.301887
0,0,5.301887
0,0,5.301887
0,0,5.301887
0,0,5.301887
0,0,5.301887
0,0,5.301887
0,0,5.301887
0,0,5.301887
0,0,5.301887
1,0,5.301887
1,0,5.301887
1,0,5.259259
1,0,5.259259
1,0,5.259259
1,0,5.259259
1,0,5.259259
1,0,5.254545
0,0,5.254545
0,0,5.254545
0,0,5.254545
0,0,5.254545
0,0,5.254545
0,0,5.254545
0,0,5.254545
0,0,5.254545
0,0,5.254545
0,0,5.254545
0,0,5.254545
0,0,5.254545
0,0,5.254545
1,0,5.254545
1,0,5.254545
1,0,5.254545
1,0,5.254545
1,0,5.254545
1,0,5.254545
1,0,5.254545
1,0,5.254545
1,0,5.254545
1,0,5.254545
1,0,5.254545
1,0,5.254545
1,0,5.392857
0,0,5.392857
0,0,5.392857
0,0,5.392857
0,0,5.392857
0,0,5.392857
0,0,5.392857
0,0,5.392857
0,0,5.392857
0,0,5.392857
0,0,5.392857
0,0,5.392857
0,0,5.392857
0,0,5.392857
0,0,5.392857
0,0,5.392857
0,0,5.392857
0,0,5.392857
1,0,5.392857
1,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
1,0,5.333333
1,0,5.333333
1,0,5.333333
1,0,5.333333
1,0,5.333333
1,0,5.333333
1,0,5.333333
2,0,5.258621
1,0,5.258621
1,0,5.338983
0,0,5.338983
0,0,5.338983
1,0,5.338983
1,0,5.338983
1,0,5.338983
1,0,5.338983
1,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
0,0,5.333333
1,0,5.333333
1,0,5.333333
1,0,5.333333
1,0,5.333333
1,0,5.333333
1,0,5.333333
1,0,5.360656
0,0,5.360656
0,0,5.360656
0,0,5.360656
0,0,5.360656
0,0,5.360656
0,0,5.360656
0,0,5.360656
0,0,5.360656
0,0,5.360656
0,0,5.360656
0,0,5.360656
0,0,5.360656
0,0,5.360656
0,0,5.360656
0,0,5.360656
1,0,5.360656
1,0,5.360656
1,0,5.360656
1,0,5.338710
0,0,5.338710
0,0,5.338710
0,0,5.338710
0,0,5.338710
0,0,5.338710
0,0,5.338710
0,0,5.338710
0,0,5.338710
0,0,5.338710
0,0,5.338710
0,0,5.338710
0,0,5.338710
0,0,5.338710
0,0,5.338710
0,0,5.338710
1,0,5.338710
1,0,5.285714
1,0,5.285714
1,0,5.234375
0,0,5.234375
0,0,5.234375
0,0,5.234375
0,0,5.234375
0,0,5.234375
0,0,5.234375
0,0,5.234375
0,0,5.234375
0,0,5.234375
0,0,5.234375
0,0,5.234375
0,0,5.234375
0,0,5.234375
0,0,5.234375
0,0,5.234375
0,0,5.234375
0,0,5.234375
0,0,5.234375
0,0,5.234375
0,0,5.234375
0,0,5.234375
1,0,5.234375
1,0,5.234375
1,0,5.200000
0,0,5.200000
0,0,5.200000
0,0,5.200000
0,0,5.200000
1,0,5.200000
1,0,5.200000
2,0,5.200000
2,0,5.181818
1,0,5.181818
1,0,5.181818
1,0,5.181818
1,0,5.181818
1,0,5.181818
1,0,5.181818
1,0,5.181818
1,0,5.181818
1,0,5.181818
1,0,5.181818
2,0,5.119403
2,0,5.119403
2,0,5.119403
2,0,5.088235
1,0,5.088235
1,0,5.275362
0,0,5.275362
0,0,5.275362
0,0,5.275362
0,0,5.275362
0,0,5.275362
0,0,5.275362
0,0,5.275362
0,0,5.275362
0,0,5.275362
0,0,5.275362
1,0,5.275362
1,0,5.275362
1,0,5.242857
0,0,5.242857
0,0,5.242857
0,0,5.242857
0,0,5.242857
0,0,5.242857
1,0,5.242857
1,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
0,0,5.197183
1,0,5.138889
0,0,5.138889
0,0,5.138889
0,0,5.138889
0,0,5.138889
0,0,5.138889
0,0,5.138889
0,0,5.138889
1,0,5.138889
1,0,5.095890
0,0,5.095890
0,0,5.095890
0,0,5.095890
1,0,5.095890
1,0,5.095890
1,0,5.067568
0,0,5.067568
0,0,5.067568
0,0,5.067568
0,0,5.067568
0,0,5.067568
0,0,5.067568
0,0,5.067568
1,0,5.067568
1,0,5.067568
1,0,5.067568
1,0,5.067568
1,0,5.067568
1,0,5.067568
1,0,5.067568
1,0,5.067568
1,0,5.067568
2,0,5.133333
1,0,5.133333
1,0,5.133333
1,0,5.133333
1,0,5.133333
1,0,5.133333
1,0,5.133333
1,0,5.133333
1,0,5.184211
1,0,5.184211
1,0,5.184211
1,0,5.184211
1,0,5.184211
1,0,5.184211
1,0,5.184211
1,0,5.184211
1,0,5.184211
1,0,5.184211
1,0,5.246753
0,0,5.246753
0,0,5.246753
0,0,5.246753
